datetime,AAPL,cash,commission,total,returns,equity_curve,drawdown
1990-06-05,28.6476,9968.2393,1.3,9996.8869,-9.068000854395297e-05,0.9996886899999997,0.00031131000000028664
1990-06-06,28.6476,9968.2393,1.3,9996.8869,0.0,0.9996886899999997,0.00031131000000028664
1990-06-07,28.285,9968.2393,1.3,9996.5243,-3.6271291615874723e-05,0.9996524299999996,0.00034757000000040783
1990-06-08,27.741,9968.2393,1.3,9995.9803,-5.441891438207058e-05,0.9995980299999996,0.0004019700000004178
1990-06-11,28.285,9968.2393,1.3,9996.5243,5.4421875961496724e-05,0.9996524299999996,0.00034757000000040783
1990-06-12,29.372800000000005,9968.2393,1.3,9997.612099999998,0.00010881782181026978,0.9997612099999995,0.00023879000000048833
1990-06-13,28.828899999999997,9968.2393,1.3,9997.0682,-5.4402990890101144e-05,0.9997068199999996,0.0002931800000004481
1990-06-14,28.828899999999997,9968.2393,1.3,9997.0682,0.0,0.9997068199999996,0.0002931800000004481
1990-06-15,28.6476,9968.2393,1.3,9996.8869,-1.813531691219339e-05,0.9996886899999996,0.00031131000000039766
1990-06-18,28.4663,9968.2393,1.3,9996.7056,-1.813564580788185e-05,0.9996705599999997,0.00032944000000034723
1990-06-19,28.7383,9968.2393,1.3,9996.9776,2.7208963720992685e-05,0.9996977599999997,0.00030224000000034223
1990-06-20,29.010199999999998,9968.2393,1.3,9997.2495,2.7198220390101113e-05,0.9997249499999996,0.0002750500000003875
1990-06-21,30.3701,9968.2393,1.3,9998.6094,0.00013602741434026733,0.9998609399999996,0.00013906000000041274
1990-06-22,30.0981,9968.2393,1.3,9998.337399999999,-2.720378295817394e-05,0.9998337399999995,0.00016626000000052876
1990-06-25,29.9168,9968.2393,1.3,9998.1561,-1.81330147949188e-05,0.9998156099999996,0.00018439000000036732
1990-06-26,29.463499999999996,9968.2393,1.3,9997.7028,-4.533835994025015e-05,0.9997702799999996,0.0002297200000004329
1990-06-27,30.0981,9968.2393,1.3,9998.337399999999,6.347458138078466e-05,0.9998337399999995,0.00016626000000052876
1990-06-28,31.185999999999996,9968.2393,1.3,9999.425299999999,0.00010880809043323225,0.9999425299999996,5.7470000000447996e-05
1990-06-29,32.4552,9968.2393,1.3,10000.6945,0.0001269272945116917,1.0000694499999996,0.0
1990-07-02,31.9112,9968.2393,1.3,10000.1505,-5.4396222182395704e-05,1.0000150499999996,5.4400000000009996e-05
1990-07-03,31.9112,9968.2393,1.3,10000.1505,0.0,1.0000150499999996,5.4400000000009996e-05
1990-07-05,31.5486,9968.2393,1.3,9999.7879,-3.6259454295306526e-05,0.9999787899999995,9.066000000013119e-05
1990-07-06,32.4552,9968.2393,1.3,10000.6945,9.066192293949449e-05,1.0000694499999996,0.0
1990-07-09,33.815,9968.2393,1.3,10002.0543,0.0001359705568448888,1.0002054299999996,0.0
1990-07-10,34.087,9968.2393,1.3,10002.326299999999,2.719441345155893e-05,1.0002326299999995,0.0
1990-07-11,34.087,9968.2393,1.3,10002.326299999999,0.0,1.0002326299999995,0.0
1990-07-12,34.359,9968.2393,1.3,10002.5983,2.7193673935776985e-05,1.0002598299999996,0.0
1990-07-13,33.9057,9968.2393,1.3,10002.144999999999,-4.5318224965673615e-05,1.0002144999999996,4.5330000000065596e-05
1990-07-16,33.089800000000004,9968.2393,1.3,10001.329099999999,-8.15725026981351e-05,1.0001329099999996,0.00012692000000003034
1990-07-17,32.092600000000004,9968.2393,1.3,10000.3319,-9.970674797610268e-05,1.0000331899999997,0.00022663999999994466
1990-07-18,32.36449999999999,9968.2393,1.3,10000.603799999999,2.7189097593804945e-05,1.0000603799999996,0.0001994499999999899
1990-07-19,30.279400000000003,9968.2393,1.3,9998.518699999999,-0.00020849741092632268,0.9998518699999996,0.000407959999999985
1990-07-20,29.735500000000002,9968.2393,1.3,9997.9748,-5.439805798423958e-05,0.9997974799999997,0.00046234999999994475
1990-07-23,30.0981,9968.2393,1.3,9998.337399999999,3.626734486261718e-05,0.9998337399999996,0.0004260900000000456
1990-07-24,30.5514,9968.2393,1.3,9998.7907,4.5337537819101215e-05,0.9998790699999996,0.00038075999999998
1990-07-25,30.641999999999996,9968.2393,1.3,9998.8813,9.061095758156057e-06,0.9998881299999995,0.00037170000000008585
1990-07-26,30.007399999999997,9968.2393,1.3,9998.2467,-6.346710006444045e-05,0.9998246699999996,0.00043515999999999
1990-07-27,30.007399999999997,9968.2393,1.3,9998.2467,0.0,0.9998246699999996,0.00043515999999999
1990-07-30,30.7327,9968.2393,1.3,9998.972,7.254271891499187e-05,0.9998971999999997,0.0003626299999999194
1990-07-31,30.460700000000003,9968.2393,1.3,9998.699999999999,-2.7202796447522992e-05,0.9998699999999997,0.0003898299999999244
1990-08-01,30.7327,9968.2393,1.3,9998.972,2.7203536459907696e-05,0.9998971999999998,0.0003626299999998084
1990-08-02,31.5486,9968.2393,1.3,9999.7879,8.159838831423016e-05,0.9999787899999998,0.00028103999999984364
1990-08-03,29.9168,9968.2393,1.3,9998.1561,-0.00016318346112109694,0.9998156099999999,0.00044421999999977313
1990-08-06,28.6476,9968.2393,1.3,9996.8869,-0.0001269434070948483,0.9996886899999998,0.0005711399999998035
1990-08-07,28.6476,9968.2393,1.3,9996.8869,0.0,0.9996886899999998,0.0005711399999998035
1990-08-08,29.100900000000003,9968.2393,1.3,9997.340199999999,4.53441160765955e-05,0.9997340199999997,0.0005258099999999599
1990-08-09,28.6476,9968.2393,1.3,9996.8869,-4.5342060081110525e-05,0.9996886899999997,0.0005711399999999145
1990-08-10,28.1036,9968.2393,1.3,9996.3429,-5.441694053776036e-05,0.9996342899999997,0.0006255399999999245
1990-08-13,28.9195,9968.2393,1.3,9997.1588,8.161984919508036e-05,0.9997158799999998,0.0005439499999998487
1990-08-14,28.828899999999997,9968.2393,1.3,9997.0682,-9.062574858775818e-06,0.9997068199999998,0.0005530099999998539
1990-08-15,28.4663,9968.2393,1.3,9996.7056,-3.62706338244978e-05,0.9996705599999997,0.0005892699999999751
1990-08-16,27.9223,9968.2393,1.3,9996.1616,-5.441792744198537e-05,0.9996161599999996,0.0006436699999999851
1990-08-17,26.4718,9968.2393,1.3,9994.711099999999,-0.0001451056973709175,0.9994711099999996,0.000788720000000076
1990-08-20,26.7335,9968.2393,1.3,9994.9728,2.6183848375715968e-05,0.9994972799999997,0.0007625499999999175
1990-08-21,26.369799999999998,9968.2393,1.3,9994.6091,-3.6388293122691096e-05,0.9994609099999997,0.0007989199999999252
1990-08-22,25.551399999999997,9968.2393,1.3,9993.7907,-8.188414292265023e-05,0.9993790699999997,0.0008807599999999249
1990-08-23,25.096799999999998,9968.2393,1.3,9993.336099999999,-4.5488245016045425e-05,0.9993336099999997,0.0009262199999999776
1990-08-24,25.8242,9968.2393,1.3,9994.063499999998,7.278850553227301e-05,0.9994063499999998,0.000853479999999851
1990-08-27,27.460999999999995,9968.2393,1.3,9995.700299999999,0.0001637772263505255,0.9995700299999999,0.0006897999999997406
1990-08-28,27.733800000000002,9968.2393,1.3,9995.9731,2.7291734627121755e-05,0.9995973099999999,0.0006625199999997777
1990-08-29,27.0973,9968.2393,1.3,9995.336599999999,-6.367564154419192e-05,0.9995336599999998,0.0007261699999998594
1990-08-30,26.369799999999998,9968.2393,1.3,9994.6091,-7.278394206344796e-05,0.9994609099999998,0.0007989199999998142
1990-08-31,26.9154,9968.2393,1.3,9995.1547,5.4589428615026137e-05,0.9995154699999997,0.0007443599999998884
1990-09-04,26.9154,9968.2393,1.3,9995.1547,0.0,0.9995154699999997,0.0007443599999998884
1990-09-05,26.1879,9968.2393,1.3,9994.4272,-7.278526664511453e-05,0.9994427199999999,0.0008171099999997322
1990-09-06,26.0061,9968.2393,1.3,9994.2454,-1.8190136999551854e-05,0.9994245399999999,0.000835289999999711
1990-09-07,26.460700000000003,9968.2393,1.3,9994.699999999999,4.548617547439626e-05,0.9994699999999997,0.0007898299999998804
1990-09-10,26.0061,9968.2393,1.3,9994.2454,-4.5484106576343386e-05,0.9994245399999999,0.000835289999999711
1990-09-11,24.7331,9968.2393,1.3,9992.972399999999,-0.00012737329823830912,0.9992972399999999,0.0009625899999997634
1990-09-12,24.7331,9968.2393,1.3,9992.972399999999,0.0,0.9992972399999999,0.0009625899999997634
1990-09-13,24.551199999999998,9968.2393,1.3,9992.7905,-1.820279219422183e-05,0.9992790499999998,0.0009807799999997924
1990-09-14,24.7331,9968.2393,1.3,9992.972399999999,1.820312354183784e-05,0.9992972399999998,0.0009625899999998744
1990-09-17,24.551199999999998,9968.2393,1.3,9992.7905,-1.820279219422183e-05,0.9992790499999997,0.0009807799999999034
1990-09-18,24.2784,9968.2393,1.3,9992.517699999999,-2.7299681705561518e-05,0.9992517699999997,0.0010080599999999773
1990-09-19,23.641900000000003,9968.2393,1.3,9991.8812,-6.369766050040582e-05,0.9991881199999998,0.001071709999999837
1990-09-20,23.0054,9968.2393,1.3,9991.2447,-6.370171815095471e-05,0.9991244699999998,0.0011353599999998076
1990-09-21,22.9144,9968.2393,1.3,9991.153699999999,-9.107974304756183e-06,0.9991153699999998,0.0011444599999997918
1990-09-24,22.005100000000002,9968.2393,1.3,9990.2444,-9.101051062798682e-05,0.9990244399999999,0.0012353899999997253
1990-09-25,21.8233,9968.2393,1.3,9990.0626,-1.8197752999937755e-05,0.9990062599999999,0.001253569999999704
1990-09-26,21.6414,9968.2393,1.3,9989.8807,-1.8208094111349382e-05,0.99898807,0.001271759999999622
1990-09-27,20.550300000000004,9968.2393,1.3,9988.7896,-0.00010922052352435596,0.99887896,0.0013808699999996454
1990-09-28,21.095799999999997,9968.2393,1.3,9989.335099999998,5.461122136352081e-05,0.9989335099999999,0.00132631999999977
1990-10-01,22.186999999999998,9968.2393,1.3,9990.4263,0.00010923649963467952,0.99904263,0.0012171999999995853
1990-10-02,21.550500000000003,9968.2393,1.3,9989.789799999999,-6.371099499535848e-05,0.99897898,0.001280849999999667
1990-10-03,19.641000000000002,9968.2393,1.3,9987.880299999999,-0.00019114516303431195,0.99878803,0.001471799999999579
1990-10-04,20.3684,9968.2393,1.3,9988.607699999999,7.282826567323042e-05,0.9988607700000002,0.0013990599999994524
