datetime,AAPL,cash,commission,total,returns,equity_curve,drawdown
1992-05-22,43.915299999999995,9944.2213,3.9000000000000004,9988.1366,2.7703632486941743e-05,0.9988136599999997,0.0014461699999999134
1992-05-26,43.730799999999995,9944.2213,3.9000000000000004,9987.952099999999,-1.8471913970530274e-05,0.9987952099999996,0.0014646200000000276
1992-05-27,44.468900000000005,9944.2213,3.9000000000000004,9988.6902,7.389903281573851e-05,0.9988690199999996,0.0013908100000000756
1992-05-28,43.915299999999995,9944.2213,3.9000000000000004,9988.1366,-5.5422681944805596e-05,0.9988136599999996,0.0014461700000000244
1992-05-29,44.099799999999995,9944.2213,3.9000000000000004,9988.3211,1.847191397041925e-05,0.9988321099999996,0.0014277200000000212
1992-06-01,42.524499999999996,9944.2213,3.9000000000000004,9986.745799999999,-0.00015771419282872845,0.9986745799999995,0.0015852500000000935
1992-06-02,41.7849,9944.2213,3.9000000000000004,9986.0062,-7.405815816385886e-05,0.9986006199999997,0.001659209999999911
1992-06-03,40.0285,9944.2213,3.9000000000000004,9984.2498,-0.00017588613153474153,0.9984249799999997,0.0018348499999999435
1992-06-04,40.3058,9944.2213,3.9000000000000004,9984.5271,2.7773744202486128e-05,0.9984527099999996,0.001807120000000051
1992-06-05,40.5831,9944.2213,3.9000000000000004,9984.804399999999,2.7772972843065347e-05,0.9984804399999995,0.0017793900000001583
1992-06-08,40.120900000000006,9944.2213,3.9000000000000004,9984.3422,-4.6290340950494446e-05,0.9984342199999995,0.001825610000000144
1992-06-09,39.936,9944.2213,3.9000000000000004,9984.157299999999,-1.851899667459911e-05,0.9984157299999995,0.0018441000000001262
1992-06-10,39.7511,9944.2213,3.9000000000000004,9983.972399999999,-1.851933963425978e-05,0.9983972399999994,0.0018625900000002193
1992-06-11,39.8436,9944.2213,3.9000000000000004,9984.0649,9.264849329948532e-06,0.9984064899999995,0.0018533400000001476
1992-06-12,40.3983,9944.2213,3.9000000000000004,9984.6196,5.555853307814829e-05,0.9984619599999995,0.0017978700000000902
1992-06-15,38.9191,9944.2213,3.9000000000000004,9983.140399999998,-0.0001481478573306383,0.9983140399999993,0.0019457900000002804
1992-06-16,36.4231,9944.2213,3.9000000000000004,9980.6444,-0.0002500215262923877,0.9980644399999994,0.0021953900000002413
1992-06-17,35.128899999999994,9944.2213,3.9000000000000004,9979.350199999999,-0.0001296709859736067,0.9979350199999993,0.002324810000000288
1992-06-18,33.4649,9944.2213,3.9000000000000004,9977.6862,-0.00016674432369345737,0.9977686199999994,0.002491210000000188
1992-06-19,33.0951,9944.2213,3.9000000000000004,9977.3164,-3.706270096970332e-05,0.9977316399999995,0.0025281900000001523
1992-06-22,32.7254,9944.2213,3.9000000000000004,9976.946699999999,-3.7054051929330534e-05,0.9976946699999993,0.0025651600000002883
1992-06-23,33.4649,9944.2213,3.9000000000000004,9977.6862,7.412087307256954e-05,0.9977686199999996,0.002491210000000077
1992-06-24,34.0196,9944.2213,3.9000000000000004,9978.240899999999,5.559405145438845e-05,0.9978240899999994,0.0024357400000002416
1992-06-25,33.7422,9944.2213,3.9000000000000004,9977.9635,-2.7800491367080404e-05,0.9977963499999994,0.0024634800000001844
1992-06-26,33.4649,9944.2213,3.9000000000000004,9977.6862,-2.779124217078266e-05,0.9977686199999994,0.002491210000000188
1992-06-29,34.574299999999994,9944.2213,3.9000000000000004,9978.7956,0.00011118810290899894,0.9978795599999993,0.002380270000000295
1992-06-30,35.4987,9944.2213,3.9000000000000004,9979.72,9.263642999157717e-05,0.9979719999999993,0.0022878300000003238
1992-07-01,36.2383,9944.2213,3.9000000000000004,9980.4596,7.411029567960803e-05,0.9980459599999992,0.0022138700000003952
1992-07-02,34.204499999999996,9944.2213,3.9000000000000004,9978.425799999999,-0.00020377819073591485,0.9978425799999991,0.0024172500000004815
1992-07-06,34.204499999999996,9944.2213,3.9000000000000004,9978.425799999999,0.0,0.9978425799999991,0.0024172500000004815
1992-07-07,32.7254,9944.2213,3.9000000000000004,9976.946699999999,-0.00014822979392203894,0.9976946699999991,0.0025651600000005104
1992-07-08,33.8347,9944.2213,3.9000000000000004,9978.055999999999,0.00011118632116180471,0.9978055999999992,0.0024542300000004458
1992-07-09,33.927099999999996,9944.2213,3.9000000000000004,9978.1484,9.260320848136772e-06,0.9978148399999992,0.0024449900000004243
1992-07-10,33.8347,9944.2213,3.9000000000000004,9978.055999999999,-9.26023509550955e-06,0.997805599999999,0.002454230000000668
1992-07-13,34.7591,9944.2213,3.9000000000000004,9978.980399999999,9.264329644964597e-05,0.9978980399999989,0.0023617900000006964
1992-07-14,35.128899999999994,9944.2213,3.9000000000000004,9979.350199999999,3.7057894211267595e-05,0.9979350199999989,0.002324810000000732
1992-07-15,35.4987,9944.2213,3.9000000000000004,9979.72,3.705652097463208e-05,0.9979719999999989,0.002287830000000768
1992-07-16,36.0534,9944.2213,3.9000000000000004,9980.2747,5.5582721759872555e-05,0.998027469999999,0.0022323600000005994
1992-07-17,33.28,9944.2213,3.9000000000000004,9977.5013,-0.000277888142698135,0.997750129999999,0.0025097000000006142
1992-07-20,33.0951,9944.2213,3.9000000000000004,9977.3164,-1.8531693902201773e-05,0.9977316399999989,0.0025281900000007074
1992-07-21,33.8347,9944.2213,3.9000000000000004,9978.055999999999,7.412814932861167e-05,0.9978055999999987,0.00245423000000089
1992-07-22,32.7254,9944.2213,3.9000000000000004,9976.946699999999,-0.00011117396013815561,0.9976946699999987,0.0025651600000009545
1992-07-23,33.0951,9944.2213,3.9000000000000004,9977.3164,3.705542498289027e-05,0.9977316399999987,0.0025281900000009294
1992-07-24,33.927099999999996,9944.2213,3.9000000000000004,9978.1484,8.338915662742252e-05,0.9978148399999988,0.0024449900000008684
1992-07-27,33.4649,9944.2213,3.9000000000000004,9977.6862,-4.632121927550248e-05,0.9977686199999988,0.002491210000000854
1992-07-28,34.3894,9944.2213,3.9000000000000004,9978.6107,9.265675242420279e-05,0.9978610699999988,0.0023987600000008324
1992-07-29,34.944,9944.2213,3.9000000000000004,9979.165299999999,5.5578879332385256e-05,0.9979165299999988,0.0023433000000008253
1992-07-30,34.944,9944.2213,3.9000000000000004,9979.165299999999,0.0,0.9979165299999988,0.0023433000000008253
1992-07-31,34.574299999999994,9944.2213,3.9000000000000004,9978.7956,-3.704718670205498e-05,0.9978795599999988,0.0023802700000008503
1992-08-03,33.8347,9944.2213,3.9000000000000004,9978.055999999999,-7.411716099292587e-05,0.9978055999999987,0.00245423000000089
1992-08-04,33.6498,9944.2213,3.9000000000000004,9977.871099999998,-1.853066368839862e-05,0.9977871099999988,0.002472720000000872
1992-08-05,33.0951,9944.2213,3.9000000000000004,9977.3164,-5.5593021240696316e-05,0.9977316399999988,0.0025281900000008184
1992-08-06,32.5405,9944.2213,3.9000000000000004,9976.761799999998,-5.5586089261594473e-05,0.9976761799999987,0.0025836500000009366
1992-08-07,0.0,9975.4618,5.2,9975.4618,-0.0001303028002531681,0.9975461799999988,0.002713650000000789
1992-08-10,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-08-11,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-08-12,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-08-13,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-08-14,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-08-17,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-08-18,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-08-19,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-08-20,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-08-21,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-08-24,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-08-25,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-08-26,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-08-27,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-08-28,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-08-31,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-09-01,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-09-02,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-09-03,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-09-04,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-09-08,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-09-09,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-09-10,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-09-11,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-09-14,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-09-15,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-09-16,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-09-17,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-09-18,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-09-21,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-09-22,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-09-23,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-09-24,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-09-25,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-09-28,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-09-29,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-09-30,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-10-01,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-10-02,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-10-05,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-10-06,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-10-07,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-10-08,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-10-09,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-10-12,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-10-13,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-10-14,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-10-15,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-10-16,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-10-19,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-10-20,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-10-21,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-10-22,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-10-23,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-10-26,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-10-27,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-10-28,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-10-29,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-10-30,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-11-02,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-11-03,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-11-04,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-11-05,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-11-06,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-11-09,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-11-10,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-11-11,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-11-12,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-11-13,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-11-16,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-11-17,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-11-18,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-11-19,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-11-20,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-11-23,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-11-24,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-11-25,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-11-27,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-11-30,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-12-01,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-12-02,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-12-03,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-12-04,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-12-07,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-12-08,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-12-09,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-12-10,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-12-11,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-12-14,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-12-15,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-12-16,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-12-17,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-12-18,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-12-21,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-12-22,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-12-23,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-12-24,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-12-28,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-12-29,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-12-30,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1992-12-31,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1993-01-04,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1993-01-05,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1993-01-06,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1993-01-07,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1993-01-08,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1993-01-11,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1993-01-12,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1993-01-13,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1993-01-14,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1993-01-15,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1993-01-18,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1993-01-19,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1993-01-20,0.0,9975.4618,5.2,9975.4618,0.0,0.9975461799999988,0.002713650000000789
1993-01-21,44.5871,9929.5747,6.5,9974.1618,-0.00013031978128563715,0.9974161799999989,0.0028436500000007525
1993-01-22,44.2155,9929.5747,6.5,9973.7902,-3.725626347872435e-05,0.9973790199999989,0.002880810000000733
1993-01-25,44.5871,9929.5747,6.5,9974.1618,3.725765155970784e-05,0.997416179999999,0.0028436500000006415
1993-01-26,45.1444,9929.5747,6.5,9974.719099999998,5.5874369312869376e-05,0.9974719099999989,0.002787920000000721
1993-01-27,44.7729,9929.5747,6.5,9974.3476,-3.7244156579685495e-05,0.997434759999999,0.0028250700000006512
1993-01-28,44.4942,9929.5747,6.5,9974.068899999998,-2.7941677107845564e-05,0.9974068899999989,0.002852940000000692
1993-01-29,44.2155,9929.5747,6.5,9973.7902,-2.794245786685856e-05,0.997379019999999,0.002880810000000622
1993-02-01,45.516,9929.5747,6.5,9975.090699999999,0.00013039175417972615,0.9975090699999989,0.0027507600000007404
1993-02-02,44.7729,9929.5747,6.5,9974.3476,-7.449556323324558e-05,0.997434759999999,0.0028250700000006512
1993-02-03,44.5871,9929.5747,6.5,9974.1618,-1.8627784738489694e-05,0.997416179999999,0.0028436500000006415
1993-02-04,44.2155,9929.5747,6.5,9973.7902,-3.725626347872435e-05,0.997379019999999,0.002880810000000622
1993-02-05,42.54350000000001,9929.5747,6.5,9972.118199999999,-0.00016763937946084884,0.997211819999999,0.003048010000000656
1993-02-08,41.986200000000004,9929.5747,6.5,9971.560899999999,-5.588581972493234e-05,0.9971560899999988,0.0031037400000007986
1993-02-09,42.264799999999994,9929.5747,6.5,9971.8395,2.7939457302172954e-05,0.9971839499999989,0.003075880000000697
1993-02-10,41.428799999999995,9929.5747,6.5,9971.003499999999,-8.38360866117771e-05,0.9971003499999989,0.0031594800000007695
1993-02-11,40.9644,9929.5747,6.5,9970.5391,-4.657505134753048e-05,0.997053909999999,0.0032059200000006394
1993-02-12,40.1227,9929.5747,6.5,9969.6974,-8.441870510300653e-05,0.9969697399999989,0.0032900900000006894
1993-02-16,39.47110000000001,9929.5747,6.5,9969.0458,-6.53580518902297e-05,0.996904579999999,0.003355250000000587
1993-02-17,40.1227,9929.5747,6.5,9969.6974,6.53623238444645e-05,0.996969739999999,0.0032900900000005784
1993-02-18,40.960499999999996,9929.5747,6.5,9970.535199999998,8.403464682893436e-05,0.9970535199999991,0.0032063100000004896
1993-02-19,40.960499999999996,9929.5747,6.5,9970.535199999998,0.0,0.9970535199999991,0.0032063100000004896
1993-02-22,41.053599999999996,9929.5747,6.5,9970.628299999998,9.337512794749259e-06,0.9970628299999992,0.0031970000000004495
1993-02-23,40.402,9929.5747,6.5,9969.9767,-6.535194978629644e-05,0.9969976699999993,0.003262160000000347
1993-02-24,39.9365,9929.5747,6.5,9969.511199999999,-4.66901793261254e-05,0.9969511199999993,0.0033087100000003256
1993-02-25,40.7744,9929.5747,6.5,9970.3491,8.404624692137652e-05,0.9970349099999993,0.0032249200000002975
1993-02-26,39.47110000000001,9929.5747,6.5,9969.0458,-0.00013071758941718414,0.9969045799999994,0.003355250000000254
1993-03-01,39.6573,9929.5747,6.5,9969.232,1.8677815684320365e-05,0.9969231999999995,0.0033366300000001736
1993-03-02,40.402,9929.5747,6.5,9969.9767,7.469983645669309e-05,0.9969976699999994,0.003262160000000236
1993-03-03,40.6813,9929.5747,6.5,9970.256,2.801410759567524e-05,0.9970255999999994,0.0032342300000002266
1993-03-04,40.960499999999996,9929.5747,6.5,9970.535199999998,2.8003292994682738e-05,0.9970535199999994,0.0032063100000002676
1993-03-05,40.960499999999996,9929.5747,6.5,9970.535199999998,0.0,0.9970535199999994,0.0032063100000002676
1993-03-08,42.077600000000004,9929.5747,6.5,9971.6523,0.00011204012398469132,0.9971652299999996,0.0030946000000000584
1993-03-09,42.2638,9929.5747,6.5,9971.8385,1.8672933471686193e-05,0.9971838499999996,0.003075979999999978
1993-03-10,42.2638,9929.5747,6.5,9971.8385,0.0,0.9971838499999996,0.003075979999999978
1993-03-11,42.356899999999996,9929.5747,6.5,9971.9316,9.336292399853008e-06,0.9971931599999997,0.003066669999999938
1993-03-12,41.8915,9929.5747,6.5,9971.466199999999,-4.6670998024134214e-05,0.9971466199999997,0.0031132099999999774
1993-03-15,42.449999999999996,9929.5747,6.5,9972.0247,5.600981729259047e-05,0.9972024699999997,0.003057359999999898
1993-03-16,42.077600000000004,9929.5747,6.5,9971.6523,-3.734447228154192e-05,0.9971652299999997,0.0030945999999999474
1993-03-17,41.053599999999996,9929.5747,6.5,9970.628299999998,-0.00010269110566574202,0.9970628299999995,0.0031970000000001164
1993-03-18,40.5882,9929.5747,6.5,9970.1629,-4.667709857353319e-05,0.9970162899999996,0.0032435400000000447
1993-03-19,40.0296,9929.5747,6.5,9969.604299999999,-5.602716882391334e-05,0.9969604299999996,0.0032994000000000634
1993-03-22,39.6573,9929.5747,6.5,9969.232,-3.734350820716603e-05,0.9969231999999997,0.0033366299999999516
1993-03-23,39.2849,9929.5747,6.5,9968.8596,-3.735493365986109e-05,0.9968859599999997,0.00337386999999989
1993-03-24,40.0296,9929.5747,6.5,9969.604299999999,7.470262696851471e-05,0.9969604299999998,0.0032993999999998413
1993-03-25,40.7744,9929.5747,6.5,9970.3491,7.470707739121174e-05,0.9970349099999998,0.0032249199999998535
1993-03-26,39.6573,9929.5747,6.5,9969.232,-0.00011204221525196179,0.9969231999999998,0.0033366299999998406
1993-03-29,37.9816,9929.5747,6.5,9967.556299999998,-0.00016808717060667888,0.9967556299999997,0.0035041999999999573
1993-03-30,38.9125,9929.5747,6.5,9968.4872,9.339300145216889e-05,0.9968487199999997,0.0034111099999999395
1993-03-31,38.354,9929.5747,6.5,9967.928699999999,-5.602655536351975e-05,0.9967928699999996,0.003466960000000019
1993-04-01,38.5402,9929.5747,6.5,9968.114899999999,1.8679908896146458e-05,0.9968114899999996,0.0034483400000000497
1993-04-02,37.330000000000005,9929.5747,6.5,9966.9047,-0.00012140710777719388,0.9966904699999996,0.003569360000000077
1993-04-05,37.2369,9929.5747,6.5,9966.811599999999,-9.340914035260717e-06,0.9966811599999995,0.003578670000000117
1993-04-06,36.3059,9929.5747,6.5,9965.880599999999,-9.34100128872073e-05,0.9965880599999994,0.003671770000000185
1993-04-07,37.6092,9929.5747,6.5,9967.1839,0.0001307762005497981,0.9967183899999995,0.003541440000000118
1993-04-08,37.050700000000006,9929.5747,6.5,9966.625399999999,-5.603388134545195e-05,0.9966625399999994,0.0035972900000001973
1993-04-12,37.2369,9929.5747,6.5,9966.811599999999,1.868235160129572e-05,0.9966811599999995,0.003578670000000117
1993-04-13,36.119800000000005,9929.5747,6.5,9965.6945,-0.00011208198216561271,0.9965694499999996,0.003690379999999993
1993-04-14,36.3059,9929.5747,6.5,9965.880599999999,1.8674062304269157e-05,0.9965880599999994,0.003671770000000185
1993-04-15,35.1888,9929.5747,6.5,9964.7635,-0.00011209245272314483,0.9964763499999995,0.0037834800000001723
1993-04-16,35.840500000000006,9929.5747,6.5,9965.4152,6.540044828962088e-05,0.9965415199999995,0.0037183100000001135
1993-04-19,36.119800000000005,9929.5747,6.5,9965.6945,2.8026930578795017e-05,0.9965694499999994,0.003690380000000215
1993-04-20,37.2369,9929.5747,6.5,9966.811599999999,0.00011209454594451884,0.9966811599999993,0.003578670000000339
1993-04-21,36.9576,9929.5747,6.5,9966.532299999999,-2.802300386617329e-05,0.9966532299999993,0.0036066000000003484
1993-04-22,37.2369,9929.5747,6.5,9966.811599999999,2.8023789176989666e-05,0.9966811599999994,0.003578670000000228
1993-04-23,36.6783,9929.5747,6.5,9966.252999999999,-5.604600773234658e-05,0.9966252999999994,0.0036345300000002467
1993-04-26,36.4921,9929.5747,6.5,9966.066799999999,-1.8683049687773234e-05,0.9966066799999994,0.003653150000000216
1993-04-27,37.4231,9929.5747,6.5,9966.9978,9.341699375320367e-05,0.9966997799999994,0.003560050000000259
1993-04-28,38.26090000000001,9929.5747,6.5,9967.835599999999,8.40574079388201e-05,0.9967835599999993,0.003476270000000281
1993-04-29,37.7954,9929.5747,6.5,9967.3701,-4.670020841823774e-05,0.9967370099999995,0.0035228200000001486
1993-04-30,38.1678,9929.5747,6.5,9967.742499999998,3.73619115436874e-05,0.9967742499999994,0.00348558000000021
1993-05-03,38.6332,9929.5747,6.5,9968.2079,4.669061224249482e-05,0.9968207899999995,0.003439040000000171
1993-05-04,39.7504,9929.5747,6.5,9969.3251,0.00011207631413867603,0.9969325099999995,0.0033273200000001335
1993-05-05,40.5882,9929.5747,6.5,9970.1629,8.403778506527182e-05,0.9970162899999995,0.0032435400000001557
1993-05-06,40.0296,9929.5747,6.5,9969.604299999999,-5.602716882391334e-05,0.9969604299999995,0.0032994000000001744
1993-05-07,40.7744,9929.5747,6.5,9970.3491,7.470707739121174e-05,0.9970349099999994,0.0032249200000001865
1993-05-10,40.960499999999996,9929.5747,6.5,9970.535199999998,1.866534442607204e-05,0.9970535199999994,0.0032063100000002676
1993-05-11,40.5882,9929.5747,6.5,9970.1629,-3.734002162680827e-05,0.9970162899999995,0.0032435400000001557
1993-05-12,39.6573,9929.5747,6.5,9969.232,-9.336858478004029e-05,0.9969231999999996,0.0033366300000000626
1993-05-13,41.3329,9929.5747,6.5,9970.907599999999,0.00016807713974342775,0.9970907599999994,0.003169070000000218
1993-05-14,41.3329,9929.5747,6.5,9970.907599999999,0.0,0.9970907599999994,0.003169070000000218
1993-05-17,41.519099999999995,9929.5747,6.5,9971.093799999999,1.8674328102319393e-05,0.9971093799999995,0.003150450000000138
1993-05-18,41.3329,9929.5747,6.5,9970.907599999999,-1.8673979378269756e-05,0.9970907599999995,0.003169070000000107
